,LoanBriefID,LoanAmount,LoanTime,IsReMarketing,ProvinceId,Gender,Age,JobId,ImcomeType,IsMerried,NumberBaby,RelationshipType,LivingWith,RateTypeId,ProductId,ResidentType,LoanAmountExpertiseAI,NumberCall,score,label_result
86,932827,20000000,12,1,1,0.0,23,112.0,5.0,1.0,1.0,3.0,2.0,10,2,4,48800000.0,5.0,0.9,True
87,916229,7000000,9,1,1,0.0,23,100.0,1.0,1.0,1.0,4.0,2.0,10,5,4,11800000.0,1.0,0.0,False
88,981577,5000000,9,1,1,0.0,23,123.0,1.0,1.0,1.0,15.0,2.0,10,5,4,8200000.0,7.0,0.3,False
89,997950,9000000,9,1,1,0.0,29,126.0,5.0,0.0,0.0,4.0,1.0,10,5,4,17200000.0,1.0,0.3,False
90,1014724,5000000,12,0,79,1.0,33,121.0,1.0,1.0,1.0,15.0,1.0,10,5,4,10400000.0,0.0,1.0,True
91,1550070,4000000,6,0,26,0.0,34,124.0,1.0,1.0,2.0,4.0,0.0,13,5,14,7600000.0,0.0,1.0,True
92,1063578,15000000,12,0,79,0.0,24,101.0,5.0,0.0,0.0,4.0,2.0,10,2,4,22500000.0,0.0,1.0,True
93,953799,3000000,9,1,79,1.0,36,100.0,1.0,1.0,3.0,2.0,4.0,10,5,4,8400000.0,7.0,0.6,False
94,909690,10000000,6,1,1,0.0,38,123.0,5.0,1.0,2.0,1.0,3.0,10,5,7,0.0,1.0,0.7,True
95,944556,7000000,9,1,1,0.0,38,123.0,5.0,1.0,2.0,1.0,3.0,10,5,7,0.0,6.0,0.9,True
96,1616827,20000000,12,0,1,0.0,35,126.0,1.0,1.0,1.0,4.0,2.0,13,2,15,83550000.0,0.0,0.9,True
97,1756646,11000000,12,0,1,1.0,28,123.0,5.0,1.0,1.0,4.0,1.0,13,2,15,16300000.0,0.0,0.9,True
98,988391,11000000,12,1,79,1.0,25,123.0,1.0,1.0,0.0,3.0,1.0,10,2,1,19700000.0,1.0,0.9,True
99,1445307,5000000,12,0,1,0.0,37,126.0,1.0,1.0,2.0,15.0,0.0,13,2,11,13400000.0,0.0,0.9,True
100,934953,7000000,9,1,79,0.0,24,123.0,5.0,1.0,0.0,1.0,1.0,10,2,4,0.0,3.0,0.9,True
101,1060684,7000000,12,0,1,0.0,28,123.0,5.0,0.0,0.0,5.0,2.0,10,5,4,15100000.0,0.0,1.0,True
102,1166853,15000000,12,0,1,0.0,33,124.0,1.0,1.0,3.0,15.0,1.0,10,5,7,26300000.0,0.0,0.9,True
103,1191460,15000000,12,0,1,0.0,33,124.0,1.0,1.0,3.0,13.0,1.0,10,5,3,26300000.0,0.0,0.9,True
104,1130320,10000000,12,0,1,0.0,30,101.0,1.0,1.0,1.0,4.0,2.0,10,2,4,15000000.0,0.0,0.9,True
105,918563,10000000,12,1,1,0.0,30,101.0,5.0,1.0,1.0,2.0,2.0,10,2,4,0.0,3.0,0.9,True
106,1182828,4000000,12,0,1,1.0,35,124.0,1.0,0.0,1.0,15.0,1.0,10,5,4,7000000.0,0.0,0.7,True
107,954374,9000000,9,1,1,0.0,41,123.0,5.0,1.0,3.0,4.0,4.0,10,5,1,0.0,2.0,0.9,True
108,974873,6000000,9,1,79,0.0,25,126.0,1.0,0.0,0.0,2.0,1.0,10,5,4,12400000.0,1.0,1.0,True
109,1174909,5000000,12,0,79,0.0,30,32.0,5.0,0.0,0.0,14.0,0.0,10,5,4,7600000.0,0.0,0.9,True
110,917211,10000000,12,1,1,0.0,31,32.0,5.0,1.0,2.0,1.0,3.0,10,2,4,29400000.0,2.0,0.8,True
111,1066888,5000000,12,0,79,0.0,48,117.0,5.0,1.0,2.0,15.0,0.0,10,2,7,9100000.0,0.0,0.8,True
112,1185507,10000000,12,0,79,0.0,20,123.0,1.0,0.0,0.0,15.0,2.0,10,5,4,27900000.0,0.0,0.3,False
113,1567759,4000000,6,0,1,0.0,21,123.0,1.0,0.0,0.0,1.0,2.0,13,5,15,24700000.0,0.0,1.0,True
114,1027413,5000000,9,0,79,0.0,22,123.0,1.0,0.0,0.0,6.0,1.0,10,2,4,33600000.0,0.0,0.6,False
115,951907,10000000,12,1,79,0.0,37,106.0,5.0,1.0,0.0,4.0,1.0,10,5,4,21900000.0,0.0,0.8,True
116,1277891,13000000,12,0,79,1.0,37,124.0,1.0,1.0,1.0,5.0,0.0,13,2,9,19400000.0,0.0,0.3,False
117,1549757,4000000,6,0,79,1.0,27,123.0,1.0,0.0,0.0,5.0,2.0,13,5,15,23300000.0,0.0,0.8,True
118,1220432,5000000,12,0,1,0.0,29,123.0,1.0,1.0,1.0,1.0,1.0,10,5,4,6700000.0,0.0,0.9,True
119,972132,7000000,9,1,1,0.0,22,116.0,5.0,1.0,1.0,1.0,2.0,10,5,4,0.0,4.0,0.6,False
120,1458658,10000000,12,0,1,0.0,42,126.0,1.0,1.0,1.0,15.0,1.0,13,5,9,45300000.0,0.0,0.9,True
121,1680399,8000000,12,0,27,0.0,25,123.0,1.0,0.0,0.0,4.0,0.0,13,2,14,11800000.0,0.0,0.9,True
122,1059137,10000000,12,0,79,0.0,40,123.0,1.0,1.0,2.0,5.0,1.0,10,5,4,24100000.0,0.0,1.0,True
123,1003711,10000000,9,0,79,0.0,26,32.0,1.0,1.0,0.0,6.0,1.0,10,5,4,35450000.0,0.0,0.9,True
124,958959,15000000,9,1,1,1.0,27,123.0,5.0,1.0,1.0,4.0,2.0,10,2,4,0.0,3.0,0.9,True
125,1477140,10000000,12,0,1,0.0,26,123.0,5.0,0.0,0.0,15.0,2.0,13,2,11,26700000.0,0.0,0.9,True
126,1497127,7000000,12,0,1,0.0,26,126.0,1.0,1.0,1.0,2.0,2.0,13,2,11,11200000.0,0.0,0.7,True
127,961688,9000000,9,1,1,0.0,26,123.0,1.0,1.0,1.0,3.0,2.0,10,2,4,14700000.0,5.0,0.9,True
128,1238932,15000000,12,0,1,0.0,26,125.0,1.0,1.0,1.0,15.0,0.0,10,2,4,76300000.0,0.0,0.9,True
129,933137,6000000,9,1,1,0.0,29,123.0,5.0,1.0,1.0,2.0,2.0,10,5,7,0.0,5.0,0.9,True
130,934522,15000000,12,1,1,0.0,30,126.0,1.0,1.0,2.0,1.0,3.0,10,2,7,21900000.0,0.0,1.0,True
131,1256808,7000000,12,0,79,0.0,24,123.0,5.0,0.0,0.0,6.0,1.0,13,5,4,10600000.0,0.0,0.9,True
132,1182075,5000000,12,0,79,0.0,53,123.0,1.0,1.0,1.0,6.0,2.0,10,5,4,27400000.0,0.0,0.9,True
133,989913,5000000,12,1,79,0.0,28,117.0,5.0,1.0,0.0,5.0,1.0,10,5,4,12000000.0,1.0,0.9,True
134,1561750,14000000,12,0,1,0.0,27,126.0,1.0,0.0,0.0,2.0,0.0,13,2,14,20400000.0,0.0,0.9,True
135,1086975,10000000,12,0,79,0.0,25,124.0,1.0,0.0,0.0,5.0,1.0,10,5,2,22400000.0,0.0,0.7,True
136,1563895,13000000,12,0,79,1.0,43,126.0,1.0,0.0,0.0,2.0,1.0,13,2,14,19500000.0,0.0,0.9,True
137,965497,9000000,12,1,1,0.0,38,100.0,1.0,1.0,0.0,4.0,1.0,10,2,7,11800000.0,7.0,0.46,False
138,993058,6000000,9,1,79,0.0,27,118.0,5.0,1.0,1.0,5.0,2.0,10,5,4,11000000.0,2.0,0.4,False
139,982611,6000000,9,1,79,0.0,27,42.0,1.0,1.0,1.0,5.0,2.0,10,2,4,10600000.0,7.0,0.4,False
140,1128231,10000000,12,0,1,1.0,39,100.0,1.0,1.0,3.0,5.0,4.0,10,2,6,13800000.0,0.0,0.9,True
141,1179133,15000000,12,0,79,0.0,37,124.0,1.0,0.0,0.0,4.0,1.0,10,5,4,44600000.0,0.0,0.9,True
142,991627,10000000,12,1,1,0.0,27,109.0,5.0,1.0,1.0,2.0,2.0,10,5,6,45800000.0,2.0,0.9,True
143,1288859,6000000,12,0,1,1.0,23,123.0,1.0,0.0,0.0,3.0,0.0,13,5,9,9100000.0,0.0,0.9,True
144,965241,15000000,9,1,79,0.0,30,121.0,5.0,1.0,0.0,15.0,1.0,10,2,4,21400000.0,8.0,1.0,True
145,919804,10000000,6,1,1,0.0,27,125.0,1.0,0.0,0.0,4.0,1.0,10,2,4,0.0,1.0,1.0,True
146,957943,15000000,9,1,1,1.0,33,123.0,5.0,1.0,3.0,1.0,4.0,10,1,6,0.0,1.0,0.8,True
147,933038,10000000,12,1,79,1.0,30,32.0,5.0,1.0,0.0,5.0,1.0,10,5,4,27900000.0,0.0,1.0,True
148,937163,10000000,9,1,79,0.0,37,100.0,1.0,1.0,3.0,6.0,4.0,10,2,4,13300000.0,13.0,0.9,True
149,941758,8000000,9,1,1,0.0,24,123.0,5.0,1.0,0.0,5.0,1.0,10,5,4,0.0,4.0,0.7,True
150,982618,9000000,9,1,1,0.0,24,123.0,5.0,1.0,0.0,2.0,1.0,10,2,1,0.0,0.0,0.9,True
151,1144844,15000000,12,0,79,0.0,31,100.0,1.0,0.0,0.0,15.0,1.0,10,5,4,27900000.0,0.0,0.9,True
152,994954,30000000,12,1,1,0.0,28,99.0,5.0,1.0,3.0,1.0,4.0,10,5,7,33200000.0,3.0,0.9,True
153,1682007,4000000,6,0,1,1.0,53,126.0,1.0,1.0,0.0,5.0,1.0,13,5,15,10300000.0,0.0,0.3,False
154,930989,14000000,12,1,79,0.0,22,121.0,1.0,1.0,1.0,5.0,2.0,10,2,4,12000000.0,2.0,0.9,True
155,1037514,8000000,12,0,79,0.0,25,30.0,5.0,1.0,0.0,15.0,2.0,10,2,4,28000000.0,0.0,0.8,True
156,1040229,10000000,12,0,1,0.0,36,123.0,5.0,1.0,1.0,6.0,1.0,10,2,7,14700000.0,0.0,1.0,True
157,1562889,19000000,12,0,79,1.0,33,126.0,1.0,1.0,2.0,4.0,0.0,13,5,14,33200000.0,0.0,0.9,True
158,924797,20000000,12,1,1,1.0,27,62.0,5.0,1.0,1.0,2.0,2.0,10,2,6,37200000.0,2.0,1.0,True
159,1162871,14000000,12,0,1,0.0,37,125.0,1.0,1.0,2.0,15.0,1.0,10,2,4,20400000.0,0.0,0.9,True
160,949751,30000000,12,1,1,1.0,39,100.0,1.0,1.0,0.0,6.0,1.0,10,5,1,93500000.0,1.0,0.6,False
161,975964,9000000,9,1,79,0.0,40,121.0,5.0,1.0,3.0,1.0,4.0,10,2,8,6000000.0,8.0,0.72,True
162,1526857,5000000,12,0,1,0.0,23,126.0,1.0,1.0,1.0,1.0,0.0,13,5,14,8400000.0,0.0,0.7,True
163,1052981,15000000,12,0,79,1.0,24,44.0,1.0,0.0,0.0,4.0,2.0,10,2,4,21900000.0,0.0,0.9,True
164,999216,15000000,12,1,79,1.0,25,118.0,5.0,1.0,1.0,4.0,2.0,10,2,4,21100000.0,0.0,0.3,False
165,948233,4000000,9,1,79,0.0,32,123.0,1.0,1.0,1.0,5.0,2.0,10,2,4,7900000.0,2.0,0.9,True
166,1065342,10000000,12,0,79,0.0,27,121.0,5.0,0.0,0.0,15.0,0.0,10,5,4,21500000.0,0.0,0.3,False
167,1011159,15000000,12,0,79,0.0,35,121.0,1.0,0.0,0.0,4.0,1.0,10,2,4,24100000.0,0.0,1.0,True
168,1039910,8000000,12,0,79,0.0,28,123.0,5.0,1.0,1.0,4.0,0.0,10,5,4,15300000.0,0.0,1.0,True
169,1075239,4000000,12,0,1,1.0,39,123.0,2.0,0.0,0.0,6.0,0.0,10,5,4,14100000.0,0.0,1.0,True
170,1177680,8000000,12,0,79,0.0,33,123.0,5.0,1.0,1.0,2.0,1.0,10,5,4,11200000.0,0.0,0.9,True
171,1059773,5000000,12,0,79,0.0,49,72.0,1.0,1.0,1.0,4.0,2.0,10,5,4,9300000.0,0.0,0.8,True
172,1282047,9000000,12,0,1,0.0,22,125.0,1.0,0.0,0.0,6.0,2.0,13,5,11,12400000.0,0.0,0.9,True
173,1025901,4000000,12,0,79,0.0,53,123.0,5.0,1.0,0.0,6.0,1.0,10,5,4,7900000.0,0.0,0.9,True
174,1112716,26000000,12,0,1,0.0,38,97.0,1.0,1.0,1.0,4.0,0.0,10,5,6,37200000.0,0.0,0.9,True
175,956976,10000000,12,1,79,0.0,51,121.0,5.0,1.0,3.0,13.0,4.0,10,5,4,0.0,2.0,0.9,True
176,1093807,10000000,12,0,1,0.0,41,123.0,5.0,1.0,1.0,1.0,0.0,10,5,7,14700000.0,0.0,0.8,True
177,1043521,7000000,12,0,79,0.0,33,112.0,5.0,1.0,2.0,3.0,1.0,10,5,4,14700000.0,0.0,1.0,True
178,1007537,6000000,9,0,1,0.0,33,123.0,1.0,1.0,1.0,5.0,2.0,10,5,4,11340000.0,0.0,1.0,True
179,1679359,4000000,6,0,79,0.0,26,123.0,1.0,0.0,0.0,2.0,1.0,13,2,15,40500000.0,0.0,0.9,True
180,1099807,12000000,12,0,79,0.0,34,124.0,1.0,0.0,0.0,6.0,0.0,10,5,4,17300000.0,0.0,0.7,True
181,1574892,10000000,12,0,79,0.0,21,124.0,1.0,0.0,0.0,4.0,0.0,13,5,14,40500000.0,0.0,0.9,True
182,1067160,12000000,12,0,1,1.0,48,100.0,1.0,1.0,1.0,4.0,1.0,10,5,6,24100000.0,0.0,1.0,True
183,1692343,16000000,12,0,79,1.0,20,123.0,1.0,0.0,0.0,4.0,1.0,13,2,14,23300000.0,0.0,0.9,True
184,1515330,4000000,6,0,1,0.0,42,126.0,1.0,1.0,2.0,1.0,1.0,13,5,15,0.0,0.0,0.9,True
185,962342,4000000,6,1,1,0.0,31,48.0,1.0,1.0,3.0,1.0,4.0,10,5,7,0.0,2.0,0.3,False
186,951578,10000000,12,1,1,0.0,50,48.0,1.0,1.0,3.0,1.0,4.0,10,2,4,14100000.0,1.0,0.9,True
187,1300720,20000000,12,0,30,0.0,39,123.0,5.0,1.0,2.0,6.0,1.0,13,2,9,32700000.0,0.0,0.9,True
188,1223021,15000000,12,0,1,0.0,24,123.0,1.0,0.0,0.0,2.0,2.0,10,2,4,35700000.0,0.0,0.9,True
189,1124589,15000000,12,0,1,0.0,24,123.0,1.0,0.0,0.0,2.0,2.0,10,2,4,37800000.0,0.0,0.9,True
190,981020,10000000,12,1,1,0.0,31,123.0,1.0,1.0,1.0,1.0,2.0,10,5,4,20400000.0,5.0,0.9,True
191,995174,8000000,9,1,79,0.0,29,123.0,1.0,0.0,0.0,6.0,1.0,10,5,4,12420000.0,1.0,0.9,True
192,931997,19000000,9,1,1,1.0,40,100.0,1.0,1.0,3.0,1.0,4.0,10,5,1,24000000.0,1.0,0.6,False
193,1098494,10000000,12,0,27,0.0,27,123.0,5.0,0.0,0.0,6.0,0.0,10,5,7,13600000.0,0.0,0.9,True
194,994336,6000000,12,1,79,0.0,31,123.0,5.0,1.0,2.0,6.0,3.0,10,5,4,13200000.0,2.0,0.9,True
195,1714013,4000000,6,0,1,1.0,34,126.0,1.0,1.0,1.0,1.0,2.0,13,2,15,16600000.0,0.0,0.7,True
196,1626184,4000000,6,0,27,0.0,35,123.0,5.0,1.0,2.0,4.0,1.0,13,5,14,7200000.0,0.0,0.9,True
197,1087411,14000000,12,0,79,1.0,56,50.0,1.0,1.0,2.0,13.0,1.0,10,5,8,21400000.0,0.0,0.9,True
198,1044398,15000000,12,0,1,0.0,24,123.0,1.0,0.0,0.0,4.0,1.0,10,2,4,44600000.0,0.0,0.9,True
199,1032456,6000000,12,0,1,0.0,31,123.0,5.0,0.0,2.0,3.0,1.0,10,5,7,12700000.0,0.0,1.0,True
200,1169763,10000000,12,0,79,0.0,57,123.0,1.0,1.0,2.0,5.0,2.0,10,2,4,14700000.0,0.0,0.9,True
201,1155466,9000000,12,0,1,1.0,22,123.0,5.0,0.0,0.0,4.0,2.0,10,5,4,12400000.0,0.0,0.9,True
202,905395,15000000,9,1,79,1.0,42,32.0,1.0,1.0,3.0,6.0,4.0,10,2,0,21900000.0,4.0,0.8,True
203,1003945,6000000,9,0,79,1.0,27,113.0,1.0,0.0,0.0,15.0,1.0,10,5,4,11340000.0,0.0,0.6,False
